date,description,amount,payment_mode,category
2025-12-18,AMAZON PAY *4123,1097.0,UPI,Shopping
2026-05-29,ola cabs *8763   ,5979.0,UPI,Travel
2026-08-05,STARBUCKS *9711,650.0,NetBanking,Food
2026-01-04,PVR CINEMAS *7452,873.0,UPI,Entertainment
2026-03-12,DMART *8399,4132.0,Card,Shopping
2025-12-25,RELIANCE TRENDS *7929,1450.0,UPI,Shopping
2026-03-14,NETFLIX *2620,656.0,UPI,Entertainment
2026-06-16,LIC PREMIUM *4744,1051.0,Card,Bills
2026-03-03,FLIPKART *1619,1082.0,UPI,Shopping
2025-12-22,dominos pizza *2291   ,476.0,NetBanking,Food
2025-11-19,airtel broadband *5082   ,1580.0,UPI,Bills
2026-05-25,spotify *4932   ,295.0,UPI,Entertainment
2026-06-02,IRCTC TICKET *3670,3791.0,UPI,Travel
2026-04-06,HOTSTAR *4512,184.0,NetBanking,Entertainment
2026-09-22,BOOKMYSHOW *5669,147.0,NetBanking,Entertainment
2026-09-03,STARBUCKS *3869,222.0,UPI,Food
2026-03-03,FLIPKART *5535,1176.0,NetBanking,Shopping
2026-02-07,SWIGGY ORDER *1571,619.0,UPI,Food
2026-01-09,AIRTEL BROADBAND *5090,1190.0,Card,Bills
2026-02-03,ZOMATO *5632,204.0,UPI,Food
2026-09-18,PVR CINEMAS *8173,334.0,NetBanking,Entertainment
2026-06-15,INDIGO AIRLINES *4874,2441.0,NetBanking,Travel
2026-02-24,SPOTIFY *6057,527.0,NetBanking,Entertainment
2026-07-19,spotify *6497   ,718.0,Card,Entertainment
2026-04-10,AIRTEL BROADBAND *2040,2721.0,Card,Bills
2026-07-26,TORRENT POWER *6839,2015.0,UPI,Bills
2026-05-05,PVR CINEMAS *8697,392.0,NetBanking,Entertainment
2026-06-23,IRCTC TICKET *9084,5407.0,Card,Travel
2026-03-14,MYNTRA *7612,1022.0,Card,Shopping
2025-10-23,SPOTIFY *8140,663.0,UPI,Entertainment
2026-08-06,LIC PREMIUM *7704,1291.0,Card,Bills
2026-04-02,JIO RECHARGE *9834,2048.0,UPI,Bills
2026-05-29,NETFLIX *4645,627.0,NetBanking,Entertainment
2026-05-24,OLA CABS *5211,3274.0,Card,Travel
2025-12-07,AMAZON PAY *4804,2568.0,Card,Shopping
2026-01-31,OLA CABS *3735,5459.0,Card,Travel
2026-06-08,IRCTC TICKET *5858,429.0,NetBanking,Travel
2025-11-05,GAS BILL *4374,1166.0,NetBanking,Bills
2026-07-05,CHAI POINT *1992,774.0,Card,Food
2026-09-14,JIO RECHARGE *8265,1255.0,Card,Bills
2025-10-07,JIO RECHARGE *2220,984.0,NetBanking,Bills
2025-10-18,CHAI POINT *7927,71.0,UPI,Food
2026-08-14,MYNTRA *5239,4679.0,UPI,Shopping
2026-01-16,FLIPKART *7411,892.0,NetBanking,Shopping
2025-12-07,amazon pay *6660   ,4678.0,NetBanking,Shopping
2025-11-07,BOOKMYSHOW *6891,286.0,UPI,Entertainment
2025-12-01,DOMINOS PIZZA *6560,253.0,NetBanking,Food
2025-10-02,TORRENT POWER *2021,2763.0,Card,Bills
2026-06-22,DMART *8246,354.0,NetBanking,Shopping
2025-10-16,INDIGO AIRLINES *8318,5071.0,Card,Travel
2026-07-16,DMART *6664,4059.0,UPI,Shopping
2026-08-01,NETFLIX *2932,772.0,UPI,Entertainment
2025-11-17,SPOTIFY *2863,214.0,UPI,Entertainment
2025-10-04,UBER TRIP *8928,5928.0,NetBanking,Travel
2026-03-01,GAS BILL *2712,757.0,UPI,Bills
2026-06-02,AMAZON PAY *3156,2780.0,Card,Shopping
2025-11-07,LIC PREMIUM *1659,2183.0,UPI,Bills
2026-09-18,DOMINOS PIZZA *8233,138.0,Card,Food
2026-07-12,irctc ticket *3665   ,1799.0,UPI,Travel
2026-09-21,IRCTC TICKET *5311,2642.0,NetBanking,Travel
2026-02-24,INDIGO AIRLINES *5354,4278.0,UPI,Travel
2025-12-05,HOTSTAR *5530,201.0,Card,Entertainment
2025-12-15,netflix *3419   ,671.0,UPI,Entertainment
2026-05-13,METRO RECHARGE *1737,275.0,NetBanking,Travel
2026-03-26,SWIGGY ORDER *2469,689.0,NetBanking,Food
2026-01-08,PVR CINEMAS *7404,403.0,Card,Entertainment
2026-03-31,GAS BILL *9347,2829.0,UPI,Bills
2025-11-12,SPOTIFY *9484,283.0,Card,Entertainment
2025-10-18,PVR CINEMAS *5757,,UPI,Entertainment
2026-03-19,HOTSTAR *3422,655.0,UPI,Entertainment
2026-03-30,MYNTRA *8382,3527.0,NetBanking,Shopping
2026-04-26,DOMINOS PIZZA *9457,352.0,NetBanking,Food
2026-05-21,UBER TRIP *6494,384.0,UPI,Travel
2026-06-22,DMART *3502,2019.0,Card,Shopping
2026-07-15,IRCTC TICKET *7341,1279.0,UPI,Travel
2026-05-14,spotify *6873   ,506.0,UPI,Entertainment
2026-07-13,IRCTC TICKET *3809,5001.0,Card,Travel
2026-02-09,STARBUCKS *4141,311.0,NetBanking,Food
2026-03-20,JIO RECHARGE *6273,1868.0,Card,Bills
2026-02-27,netflix *3852   ,753.0,NetBanking,Entertainment
2026-09-03,chai point *5033   ,383.0,Card,Food
2026-04-11,AIRTEL BROADBAND *3866,842.0,NetBanking,Bills
2026-01-18,PVR CINEMAS *7121,275.0,Card,Entertainment
2026-05-18,HOTSTAR *7033,356.0,NetBanking,Entertainment
2026-04-05,AMAZON PAY *1534,3662.0,UPI,Shopping
2026-03-12,LIC PREMIUM *9641,1504.0,UPI,Bills
2026-07-31,AMAZON PAY *3903,4595.0,NetBanking,Shopping
2026-06-03,AMAZON PAY *1404,1043.0,NetBanking,Shopping
2026-03-14,SWIGGY ORDER *7941,514.0,UPI,Food
2026-04-20,RELIANCE TRENDS *8260,3088.0,Card,Shopping
2026-01-17,NETFLIX *5457,899.0,UPI,Entertainment
2025-12-25,AMAZON PAY *5624,,Card,Shopping
2025-10-15,IRCTC TICKET *1573,4254.0,UPI,Travel
2026-05-07,DOMINOS PIZZA *3454,502.0,NetBanking,Food
2026-03-25,STARBUCKS *3666,523.0,NetBanking,Food
2025-10-08,UBER TRIP *8468,382.0,NetBanking,Travel
2026-07-30,OLA CABS *1985,3643.0,Card,Travel
2026-06-04,LIC PREMIUM *5626,2121.0,Card,Bills
2026-06-15,STARBUCKS *3496,,Card,Food
2026-08-28,NETFLIX *8005,823.0,NetBanking,Entertainment
2026-07-31,LIC PREMIUM *8683,696.0,UPI,Bills
2026-04-08,AMAZON PAY *2885,1499.0,NetBanking,Shopping
2025-10-26,uber trip *9238   ,3399.0,Card,Travel
2026-08-06,CHAI POINT *7255,333.0,NetBanking,Food
2026-04-25,DOMINOS PIZZA *2294,764.0,NetBanking,Food
2026-02-15,DOMINOS PIZZA *7194,462.0,NetBanking,Food
2026-01-11,AIRTEL BROADBAND *2001,1298.0,UPI,Bills
2026-03-24,swiggy order *2245   ,674.0,Card,Food
2026-05-01,DOMINOS PIZZA *8740,530.0,UPI,Food
2026-09-22,DOMINOS PIZZA *3800,250.0,UPI,Food
2025-11-16,SPOTIFY *5958,623.0,NetBanking,Entertainment
2026-07-17,pvr cinemas *3951   ,313.0,Card,Entertainment
2026-02-06,FLIPKART *4743,800.0,UPI,Shopping
2026-01-23,DOMINOS PIZZA *2388,149.0,UPI,Food
2026-06-19,MYNTRA *3131,1015.0,NetBanking,Shopping
2026-05-15,CHAI POINT *4791,324.0,NetBanking,Food
2025-11-16,JIO RECHARGE *9350,2686.0,Card,Bills
2025-10-30,DOMINOS PIZZA *3161,263.0,UPI,Food
2026-03-03,BOOKMYSHOW *3539,240.0,UPI,Entertainment
2026-05-31,MYNTRA *5359,4817.0,NetBanking,Shopping
2025-12-04,BOOKMYSHOW *5183,186.0,UPI,Entertainment
2026-09-15,LIC PREMIUM *7468,2645.0,NetBanking,Bills
2026-01-12,TORRENT POWER *7905,2984.0,UPI,Bills
2026-07-23,LIC PREMIUM *8129,1075.0,UPI,Bills
2026-01-01,UBER TRIP *5749,3545.0,Card,Travel
2025-10-12,DMART *1140,1989.0,NetBanking,Shopping
2026-09-23,SPOTIFY *2014,701.0,Card,Entertainment
2026-07-13,starbucks *8311   ,483.0,NetBanking,Food
2025-11-01,flipkart *6341   ,238.0,UPI,Shopping
2026-08-27,DOMINOS PIZZA *6417,749.0,NetBanking,Food
2026-01-07,DOMINOS PIZZA *6398,268.0,UPI,Food
2026-07-31,DMART *7644,3050.0,Card,Shopping
2026-03-04,HOTSTAR *9448,854.0,Card,Entertainment
2026-08-11,JIO RECHARGE *6733,867.0,UPI,Bills
2026-08-31,METRO RECHARGE *2067,66.0,Card,Travel
2026-01-09,AIRTEL BROADBAND *3307,2563.0,Card,Bills
2026-03-26,DOMINOS PIZZA *8162,446.0,Card,Food
2026-06-27,UBER TRIP *5769,4836.0,NetBanking,Travel
2026-08-23,DMART *1226,4343.0,Card,Shopping
2026-04-05,GAS BILL *7701,1048.0,NetBanking,Bills
2026-09-19,UBER TRIP *6618,4276.0,Card,Travel
2026-08-30,GAS BILL *9712,520.0,NetBanking,Bills
2026-01-25,TORRENT POWER *1867,2216.0,UPI,Bills
2025-12-30,HOTSTAR *7554,106.0,Card,Entertainment
2026-08-18,NETFLIX *3191,683.0,UPI,Entertainment
2026-01-20,AIRTEL BROADBAND *3557,1646.0,NetBanking,Bills
2026-06-29,FLIPKART *5690,3450.0,Card,Shopping
2026-07-17,AIRTEL BROADBAND *9120,2630.0,NetBanking,Bills
2025-12-27,ZOMATO *4680,715.0,UPI,Food
2026-03-03,PVR CINEMAS *8597,461.0,NetBanking,Entertainment
2026-07-22,CHAI POINT *4395,239.0,Card,Food
2025-10-30,OLA CABS *7899,313.0,UPI,Travel
2026-07-12,dominos pizza *6393   ,79.0,NetBanking,Food
2025-11-08,UBER TRIP *8970,4266.0,Card,Travel
2025-10-17,DOMINOS PIZZA *5027,324.0,Card,Food
2026-07-10,FLIPKART *1270,1386.0,UPI,Shopping
2026-03-03,BOOKMYSHOW *3539,240.0,UPI,Entertainment
2026-06-20,bookmyshow *3340   ,,Card,Entertainment
2026-04-30,BOOKMYSHOW *3671,474.0,NetBanking,Entertainment
2026-08-22,AMAZON PAY *7620,2066.0,Card,Shopping
2026-05-23,PVR CINEMAS *9811,259.0,UPI,Entertainment
2026-02-19,JIO RECHARGE *2762,2531.0,Card,Bills
2026-04-24,RELIANCE TRENDS *5157,2667.0,NetBanking,Shopping
2026-09-19,NETFLIX *1983,586.0,UPI,Entertainment
2026-05-15,bookmyshow *1704   ,401.0,Card,Entertainment
2026-05-26,INDIGO AIRLINES *6253,2036.0,Card,Travel
2025-12-29,METRO RECHARGE *1417,154.0,UPI,Travel
2025-10-03,TORRENT POWER *2331,2936.0,Card,Bills
2026-03-10,UBER TRIP *8848,5248.0,UPI,Travel
2026-03-28,DMART *5134,1516.0,Card,Shopping
2026-09-21,CHAI POINT *6173,446.0,UPI,Food
2026-02-17,JIO RECHARGE *5825,705.0,UPI,Bills
2026-02-08,RELIANCE TRENDS *4840,1228.0,Card,Shopping
2025-11-11,JIO RECHARGE *3274,923.0,NetBanking,Bills
2026-01-18,BOOKMYSHOW *8933,186.0,UPI,Entertainment
2025-10-14,SPOTIFY *1071,543.0,NetBanking,Entertainment
2026-03-15,ZOMATO *5383,248.0,Card,Food
2025-11-10,hotstar *7010   ,352.0,NetBanking,Entertainment
2026-07-09,METRO RECHARGE *9328,2595.0,NetBanking,Travel
2026-01-06,PVR CINEMAS *1197,609.0,UPI,Entertainment
2026-09-06,hotstar *9615   ,505.0,Card,Entertainment
2025-11-24,STARBUCKS *7099,495.0,UPI,Food
2026-01-30,STARBUCKS *3939,69.0,NetBanking,Food
2025-11-30,BOOKMYSHOW *3646,868.0,Card,Entertainment
2026-04-30,SPOTIFY *1325,609.0,UPI,Entertainment
2025-10-15,DMART *5945,2851.0,Card,Shopping
2026-06-28,DOMINOS PIZZA *1773,569.0,UPI,Food
2026-05-09,BOOKMYSHOW *2117,436.0,UPI,Entertainment
2025-12-29,SPOTIFY *4413,890.0,UPI,Entertainment
2026-08-17,RELIANCE TRENDS *2365,699.0,UPI,Shopping
2025-11-26,FLIPKART *9371,431.0,Card,Shopping
2026-03-01,swiggy order *1572   ,413.0,Card,Food
2026-02-01,CHAI POINT *7144,699.0,NetBanking,Food
2026-09-06,DOMINOS PIZZA *5567,746.0,NetBanking,Food
2026-01-09,DMART *9435,4785.0,NetBanking,Shopping
2026-05-21,CHAI POINT *6897,657.0,Card,Food
2026-07-23,AMAZON PAY *6008,2615.0,Card,Shopping
2026-01-14,FLIPKART *1071,2885.0,Card,Shopping
2025-11-23,CHAI POINT *9823,762.0,UPI,Food
2026-01-04,DMART *8540,1496.0,NetBanking,Shopping
2026-03-31,AMAZON PAY *3505,1117.0,NetBanking,Shopping
2026-09-24,AIRTEL BROADBAND *8833,2043.0,Card,Bills
2025-12-20,HOTSTAR *6755,629.0,NetBanking,Entertainment
2025-12-14,FLIPKART *4716,3614.0,UPI,Shopping
2026-06-04,AIRTEL BROADBAND *1775,2923.0,UPI,Bills
2026-03-28,STARBUCKS *6695,568.0,NetBanking,Food
2026-08-04,JIO RECHARGE *4818,1135.0,Card,Bills
2025-11-20,BOOKMYSHOW *2209,132.0,NetBanking,Entertainment
2026-06-25,HOTSTAR *7588,338.0,UPI,Entertainment
2026-04-19,BOOKMYSHOW *9333,466.0,NetBanking,Entertainment
2026-02-03,INDIGO AIRLINES *8462,5145.0,NetBanking,Travel
2025-12-20,DMART *8361,4399.0,NetBanking,Shopping
2026-05-24,FLIPKART *1421,1409.0,UPI,Shopping
2026-02-16,ola cabs *3274   ,2510.0,NetBanking,Travel
2025-12-13,IRCTC TICKET *9378,1637.0,UPI,Travel
2026-07-12,OLA CABS *5597,3915.0,UPI,Travel
2026-01-09,AIRTEL BROADBAND *3510,690.0,Card,Bills
2026-07-12,NETFLIX *9751,615.0,Card,Entertainment
2026-05-21,STARBUCKS *1523,405.0,Card,Food
2026-04-18,IRCTC TICKET *6427,3741.0,NetBanking,Travel
2026-05-20,BOOKMYSHOW *7040,587.0,UPI,Entertainment
2026-01-08,CHAI POINT *8281,521.0,UPI,Food
2026-02-05,SPOTIFY *5537,386.0,Card,Entertainment
2026-05-23,LIC PREMIUM *8226,1337.0,NetBanking,Bills
2026-02-15,airtel broadband *1610   ,1877.0,NetBanking,Bills
2025-10-02,AMAZON PAY *5737,1054.0,UPI,Shopping
2026-01-20,AMAZON PAY *3814,3574.0,NetBanking,Shopping
2025-11-11,HOTSTAR *1282,156.0,Card,Entertainment
2026-06-21,NETFLIX *8777,235.0,NetBanking,Entertainment
2026-08-03,SWIGGY ORDER *3747,641.0,UPI,Food
2026-02-28,METRO RECHARGE *9624,1216.0,UPI,Travel
2025-12-20,AIRTEL BROADBAND *3083,1240.0,UPI,Bills
2026-05-06,OLA CABS *4235,5320.0,NetBanking,Travel
2026-08-02,PVR CINEMAS *2174,239.0,UPI,Entertainment
2026-04-09,OLA CABS *8095,5571.0,NetBanking,Travel
2026-03-09,FLIPKART *7506,3708.0,Card,Shopping
2025-12-15,JIO RECHARGE *2881,350.0,Card,Bills
2025-10-02,BOOKMYSHOW *2975,243.0,Card,Entertainment
2026-03-22,FLIPKART *6392,1803.0,UPI,Shopping
2025-11-25,IRCTC TICKET *6769,5773.0,Card,Travel
2025-11-24,UBER TRIP *4083,4792.0,NetBanking,Travel
2026-05-21,SPOTIFY *2060,378.0,UPI,Entertainment
2026-08-14,METRO RECHARGE *2909,2621.0,NetBanking,Travel
2025-11-02,zomato *7089   ,288.0,Card,Food
2026-06-30,PVR CINEMAS *4135,448.0,UPI,Entertainment
2026-01-12,PVR CINEMAS *7479,,UPI,Entertainment
2026-04-09,DMART *2074,4169.0,Card,Shopping
2026-07-28,JIO RECHARGE *1816,232.0,UPI,Bills
2026-05-25,JIO RECHARGE *8117,1166.0,UPI,Bills
2025-10-11,PVR CINEMAS *9007,642.0,UPI,Entertainment
2026-08-04,MYNTRA *5261,1558.0,Card,Shopping
2026-08-30,DOMINOS PIZZA *7267,685.0,Card,Food
2026-03-08,CHAI POINT *8291,541.0,UPI,Food
2026-05-08,SPOTIFY *9123,129.0,NetBanking,Entertainment
2026-04-06,FLIPKART *3866,2211.0,NetBanking,Shopping
2026-03-03,ZOMATO *8853,151.0,UPI,Food
2026-07-19,JIO RECHARGE *4406,881.0,UPI,Bills
2025-11-15,BOOKMYSHOW *4748,200.0,Card,Entertainment
2026-07-21,HOTSTAR *3645,544.0,Card,Entertainment
2026-04-10,BOOKMYSHOW *7404,454.0,Card,Entertainment
2026-08-19,BOOKMYSHOW *2742,381.0,Card,Entertainment
2026-05-23,amazon pay *9989   ,3415.0,UPI,Shopping
2026-01-23,PVR CINEMAS *7099,346.0,UPI,Entertainment
2026-06-10,GAS BILL *6645,901.0,Card,Bills
2026-04-07,SPOTIFY *1264,,Card,Entertainment
2026-01-25,TORRENT POWER *6631,2775.0,NetBanking,Bills
2025-12-01,SWIGGY ORDER *6105,525.0,NetBanking,Food
2026-02-14,HOTSTAR *7604,557.0,UPI,Entertainment
2026-01-01,INDIGO AIRLINES *1405,1613.0,UPI,Travel
2026-09-09,METRO RECHARGE *1442,3690.0,NetBanking,Travel
2026-08-20,MYNTRA *8160,1391.0,Card,Shopping
