date,description,amount,payment_mode,category
2026-03-03,BOOKMYSHOW *3539,240,UPI,Entertainment
2026-05-31,MYNTRA *5359,4817,NetBanking,Shopping
2025-12-04,BOOKMYSHOW *5183,186,UPI,Entertainment
2026-09-15,LIC PREMIUM *7468,2645,NetBanking,Bills
2026-01-12,TORRENT POWER *7905,2984,UPI,Bills
2026-07-23,LIC PREMIUM *8129,1075,UPI,Bills
2026-01-01,UBER TRIP *5749,3545,Card,Travel
2025-10-12,DMART *1140,1989,NetBanking,Shopping
2026-09-23,SPOTIFY *2014,701,Card,Entertainment
2026-07-13,STARBUCKS *8311,483,NetBanking,Food
2025-11-01,FLIPKART *6341,238,UPI,Shopping
2026-08-27,DOMINOS PIZZA *6417,749,NetBanking,Food
2026-01-07,DOMINOS PIZZA *6398,268,UPI,Food
2026-07-31,DMART *7644,3050,Card,Shopping
2026-03-04,HOTSTAR *9448,854,Card,Entertainment
2026-08-11,JIO RECHARGE *6733,867,UPI,Bills
2026-08-31,METRO RECHARGE *2067,66,Card,Travel
2026-01-09,AIRTEL BROADBAND *3307,2563,Card,Bills
2026-03-26,DOMINOS PIZZA *8162,446,Card,Food
2026-06-27,UBER TRIP *5769,4836,NetBanking,Travel
2026-08-23,DMART *1226,4343,Card,Shopping
2026-04-05,GAS BILL *7701,1048,NetBanking,Bills
2026-09-19,UBER TRIP *6618,4276,Card,Travel
2026-08-30,GAS BILL *9712,520,NetBanking,Bills
2026-01-25,TORRENT POWER *1867,2216,UPI,Bills
2025-12-30,HOTSTAR *7554,106,Card,Entertainment
2026-08-18,NETFLIX *3191,683,UPI,Entertainment
2026-01-20,AIRTEL BROADBAND *3557,1646,NetBanking,Bills
2026-06-29,FLIPKART *5690,3450,Card,Shopping
2026-07-17,AIRTEL BROADBAND *9120,2630,NetBanking,Bills
2025-12-27,ZOMATO *4680,715,UPI,Food
2026-03-03,PVR CINEMAS *8597,461,NetBanking,Entertainment
2026-07-22,CHAI POINT *4395,239,Card,Food
2025-10-30,OLA CABS *7899,313,UPI,Travel
2026-07-12,DOMINOS PIZZA *6393,79,NetBanking,Food
2025-11-08,UBER TRIP *8970,4266,Card,Travel
2025-10-17,DOMINOS PIZZA *5027,324,Card,Food
2026-07-10,FLIPKART *1270,1386,UPI,Shopping
2026-06-20,BOOKMYSHOW *3340,864,Card,Entertainment
2026-04-30,BOOKMYSHOW *3671,474,NetBanking,Entertainment
2026-08-22,AMAZON PAY *7620,2066,Card,Shopping
2026-05-23,PVR CINEMAS *9811,259,UPI,Entertainment
2026-02-19,JIO RECHARGE *2762,2531,Card,Bills
2026-09-19,NETFLIX *1983,586,UPI,Entertainment
2026-05-15,BOOKMYSHOW *1704,401,Card,Entertainment
2026-05-26,INDIGO AIRLINES *6253,2036,Card,Travel
2025-12-29,METRO RECHARGE *1417,154,UPI,Travel
2025-10-03,TORRENT POWER *2331,2936,Card,Bills
2026-03-10,UBER TRIP *8848,5248,UPI,Travel
2026-03-28,DMART *5134,1516,Card,Shopping
2026-09-21,CHAI POINT *6173,446,UPI,Food
2026-02-17,JIO RECHARGE *5825,705,UPI,Bills
2026-02-08,RELIANCE TRENDS *4840,1228,Card,Shopping
2025-11-11,JIO RECHARGE *3274,923,NetBanking,Bills
2026-01-18,BOOKMYSHOW *8933,186,UPI,Entertainment
2025-10-14,SPOTIFY *1071,543,NetBanking,Entertainment
2026-03-15,ZOMATO *5383,248,Card,Food
2025-11-10,HOTSTAR *7010,352,NetBanking,Entertainment
2026-07-09,METRO RECHARGE *9328,2595,NetBanking,Travel
2026-01-06,PVR CINEMAS *1197,609,UPI,Entertainment
2025-11-24,STARBUCKS *7099,495,UPI,Food
2026-01-30,STARBUCKS *3939,69,NetBanking,Food
2025-11-30,BOOKMYSHOW *3646,868,Card,Entertainment
2026-04-30,SPOTIFY *1325,609,UPI,Entertainment
2025-10-15,DMART *5945,2851,Card,Shopping
2026-06-28,DOMINOS PIZZA *1773,569,UPI,Food
2026-05-09,BOOKMYSHOW *2117,436,UPI,Entertainment
2025-12-29,SPOTIFY *4413,890,UPI,Entertainment
2026-08-17,RELIANCE TRENDS *2365,699,UPI,Shopping
2025-11-26,FLIPKART *9371,431,Card,Shopping
2026-03-01,SWIGGY ORDER *1572,413,Card,Food
2026-02-01,CHAI POINT *7144,699,NetBanking,Food
2026-09-06,DOMINOS PIZZA *5567,746,NetBanking,Food
2026-01-09,DMART *9435,4785,NetBanking,Shopping
2026-05-21,CHAI POINT *6897,657,Card,Food
2026-07-23,AMAZON PAY *6008,2615,Card,Shopping
2026-01-14,FLIPKART *1071,2885,Card,Shopping
2025-11-23,CHAI POINT *9823,762,UPI,Food
2026-01-04,DMART *8540,1496,NetBanking,Shopping
2026-03-31,AMAZON PAY *3505,1117,NetBanking,Shopping
2026-09-24,AIRTEL BROADBAND *8833,2043,Card,Bills
2025-12-20,HOTSTAR *6755,629,NetBanking,Entertainment
2025-12-14,FLIPKART *4716,3614,UPI,Shopping
2026-06-04,AIRTEL BROADBAND *1775,2923,UPI,Bills
2026-03-28,STARBUCKS *6695,568,NetBanking,Food
2026-08-04,JIO RECHARGE *4818,1135,Card,Bills
2025-11-20,BOOKMYSHOW *2209,132,NetBanking,Entertainment
2026-06-25,HOTSTAR *7588,338,UPI,Entertainment
2026-04-19,BOOKMYSHOW *9333,466,NetBanking,Entertainment
2026-02-03,INDIGO AIRLINES *8462,5145,NetBanking,Travel
2025-12-20,DMART *8361,4399,NetBanking,Shopping
2026-05-24,FLIPKART *1421,1409,UPI,Shopping
2026-02-16,OLA CABS *3274,2510,NetBanking,Travel
2025-12-13,IRCTC TICKET *9378,1637,UPI,Travel
2026-07-12,OLA CABS *5597,3915,UPI,Travel
2026-01-09,AIRTEL BROADBAND *3510,690,Card,Bills
2026-05-21,STARBUCKS *1523,405,Card,Food
2026-04-18,IRCTC TICKET *6427,3741,NetBanking,Travel
2026-05-20,BOOKMYSHOW *7040,587,UPI,Entertainment
2026-01-08,CHAI POINT *8281,521,UPI,Food
2026-02-05,SPOTIFY *5537,386,Card,Entertainment
2026-05-23,LIC PREMIUM *8226,1337,NetBanking,Bills
2026-02-15,AIRTEL BROADBAND *1610,1877,NetBanking,Bills
2025-10-02,AMAZON PAY *5737,1054,UPI,Shopping
2026-01-20,AMAZON PAY *3814,3574,NetBanking,Shopping
2025-11-11,HOTSTAR *1282,156,Card,Entertainment
2026-06-21,NETFLIX *8777,235,NetBanking,Entertainment
2026-08-03,SWIGGY ORDER *3747,641,UPI,Food
2026-02-28,METRO RECHARGE *9624,1216,UPI,Travel
2025-12-20,AIRTEL BROADBAND *3083,1240,UPI,Bills
2026-05-06,OLA CABS *4235,5320,NetBanking,Travel
2026-08-02,PVR CINEMAS *2174,239,UPI,Entertainment
2026-04-09,OLA CABS *8095,5571,NetBanking,Travel
2026-03-09,FLIPKART *7506,3708,Card,Shopping
2025-12-15,JIO RECHARGE *2881,350,Card,Bills
2025-10-02,BOOKMYSHOW *2975,243,Card,Entertainment
2026-03-22,FLIPKART *6392,1803,UPI,Shopping
2025-11-25,IRCTC TICKET *6769,5773,Card,Travel
2025-11-24,UBER TRIP *4083,4792,NetBanking,Travel
2026-05-21,SPOTIFY *2060,378,UPI,Entertainment
2026-08-14,METRO RECHARGE *2909,2621,NetBanking,Travel
2025-11-02,ZOMATO *7089,288,Card,Food
2026-06-30,PVR CINEMAS *4135,448,UPI,Entertainment
2026-01-12,PVR CINEMAS *7479,864,UPI,Entertainment
2026-04-09,DMART *2074,4169,Card,Shopping
2026-07-28,JIO RECHARGE *1816,232,UPI,Bills
2026-05-25,JIO RECHARGE *8117,1166,UPI,Bills
2025-10-11,PVR CINEMAS *9007,642,UPI,Entertainment
2026-08-04,MYNTRA *5261,1558,Card,Shopping
2026-08-30,DOMINOS PIZZA *7267,685,Card,Food
2026-03-08,CHAI POINT *8291,541,UPI,Food
2026-05-08,SPOTIFY *9123,129,NetBanking,Entertainment
2026-04-06,FLIPKART *3866,2211,NetBanking,Shopping
2026-03-03,ZOMATO *8853,151,UPI,Food
2026-07-19,JIO RECHARGE *4406,881,UPI,Bills
2025-11-15,BOOKMYSHOW *4748,200,Card,Entertainment
2026-07-21,HOTSTAR *3645,544,Card,Entertainment
2026-04-10,BOOKMYSHOW *7404,454,Card,Entertainment
2026-05-23,AMAZON PAY *9989,3415,UPI,Shopping
2026-01-23,PVR CINEMAS *7099,346,UPI,Entertainment
2026-06-10,GAS BILL *6645,901,Card,Bills
2026-04-07,SPOTIFY *1264,864,Card,Entertainment
2026-01-25,TORRENT POWER *6631,2775,NetBanking,Bills
2025-12-01,SWIGGY ORDER *6105,525,NetBanking,Food
2026-02-14,HOTSTAR *7604,557,UPI,Entertainment
2026-01-01,INDIGO AIRLINES *1405,1613,UPI,Travel
2026-09-09,METRO RECHARGE *1442,3690,NetBanking,Travel
2026-08-20,MYNTRA *8160,1391,Card,Shopping
